Biome;LL;LMA;Nmass;Pmass;Amass;Rmass
boreal;;1,69;0,161;;;
boreal;;1,36;0,344;;;
boreal;;1,74;0,446;;;
boreal;;2,1;0,498;;;
temp_for;1,98;2,41;0,013;;1,06;0,54
temp_for;0,3;1,92;0,398;;2,08;1,32
temp_for;1,26;2,11;0,09;;1,5;0,72
temp_for;0,3;1,92;0,591;;2,13;1,45
temp_for;1,95;2,49;0,013;;1,06;0,51
temp_for;1,56;2,56;0,049;;1,41;0,6
temp_for;0,4;1,9;0,462;;2,04;1,18
temp_for;0,48;1,91;0,42;;2,09;1,25
temp_for;0,48;1,91;0,427;;2,18;1,39
temp_for;0,54;1,77;0,369;;2,02;1,03
temp_for;0,72;1,8;0,264;;2,1;1,11
temp_for;0,68;1,33;0,593;;2,58;1,65
temp_for;1,26;1,9;-0,051;;1,89;0,99
temp_for;0,61;1,6;0,418;;2,41;1,55
temp_for;1,56;2,02;0,061;;1,64;0,95
temp_for;0,72;1,78;0,35;;2,23;1,15
temp_for;1,52;2,31;0,064;;1,75;0,72
temp_for;1,32;2,04;0,13;;1,7;0,72
temp_for;0,48;1,49;0,618;;2,42;1,43
temp_for;0,76;1,93;0,238;;2,05;1,06
temp_for;1,68;2,31;-0,066;;1,53;0,58
temp_for;0,66;1,58;0,636;;2,39;1,51
temp_for;1,78;2,09;-0,004;;1,64;0,49
temp_for;0,56;1,53;;;2,16;1,27
wland;0,85;2,4;0,322;;1,9;1,09
wland;0,4;1,98;0,29;;2,3;1,24
wland;0,48;1,91;0,6;;2,24;1,37
wland;0,78;2,47;0,225;;1,77;1,16
wland;1,89;2,89;0,068;;1,06;0,68
wland;1,08;2,4;0,288;;1,93;0,89
wland;1,82;2,61;0,025;;1,1;
wland;0,48;2,08;0,22;;2,08;1,16
wland;0,85;2,29;0,396;;1,96;0,94
wland;0,9;2,18;0,188;;;1,19
temp_for;1,29;2,38;-0,036;;1,43;0,76
temp_for;1,26;2,05;0,215;;1,79;0,83
temp_for;1,51;2,41;-0,086;;1,22;0,56
temp_for;1,43;2,44;-0,086;;1,2;0,7
temp_for;0,71;1,91;0,294;;2,01;1,19
temp_for;0,88;2,01;0,061;;1,82;0,8
temp_for;1,04;2,2;0,188;;1,91;0,76
temp_for;0,81;2,11;0,076;;1,81;1,01
temp_for;1,04;2,1;0,083;;1,72;0,81
temp_for;0,88;2,01;0,09;;1,78;1,1
trop_rf;1,52;2,08;0,029;;1,72;
trop_rf;0,92;2,11;0,228;;2,05;0,9
trop_rf;1,59;2,17;-0,032;;1,59;
trop_rf;0,43;1,84;0,393;;2,4;1,26
trop_rf;0,71;1,9;0,217;;2,06;
trop_rf;1,64;2,02;0,097;;1,55;
trop_rf;1,63;;0,182;;1,74;
trop_rf;1,06;1,89;0,179;;2;
trop_rf;1,7;2,14;0,33;;1,68;
trop_rf;1,6;2,17;0,114;;1,73;0,72
trop_rf;0,18;1,56;0,6;;2,67;1,52
trop_rf;1,08;2,04;0,201;;1,96;0,72
trop_rf;1,7;2,23;0,033;;1,64;
trop_rf;1,7;2,26;-0,097;;;
trop_rf;1,08;1,99;0,265;;1,81;
trop_rf;1,59;2,11;0,176;;1,65;0,7
trop_rf;1,52;2,06;-0,066;;1,54;0,78
trop_rf;1,54;2,09;0,248;;1,83;0,76
trop_rf;1,71;2,24;0,013;;1,52;
trop_rf;1,22;2,08;-0,167;;1,67;
trop_rf;1,38;2,12;-0,108;;1,67;
trop_rf;0,3;1,54;0,593;;2,58;1,53
trop_rf;0,84;1,98;0,215;;2,15;0,97
trop_rf;0,65;1,94;0,253;;2,2;1,04
temp_for;0,74;1,78;0,322;;2,03;1,09
temp_for;0,74;1,9;0,267;;2;0,85
temp_for;1,11;2,12;0,143;;1,85;
temp_for;;1,42;0,803;;;
temp_for;0,54;1,97;0,555;;2,2;1,56
temp_for;0,72;1,93;0,358;;2,07;
temp_for;0,78;2,03;0,179;;1,83;
temp_for;0,75;1,95;0,297;;1,96;
temp_for;;1,37;0,765;;2,4;
temp_for;0,74;1,92;0,378;;2,07;
temp_for;1,11;1,94;0,076;;1,85;
temp_for;0,75;1,97;0,146;;1,93;
temp_for;0,78;1,91;0,161;;1,98;
temp_for;0,04;1,53;0,724;;2,64;
temp_for;0,6;1,89;0,176;;2,09;1,24
temp_for;0,28;1,65;0,623;;2,42;1,72
temp_for;0,76;1,86;0,297;;2,08;
temp_for;0,78;1,96;0,19;;1,86;
temp_for;0,7;1,52;0,471;;2,24;
temp_for;;2,52;0,215;;1,52;
temp_for;0,78;1,86;0,322;;2,01;
temp_for;0,78;2,08;0,155;;1,72;
temp_for;0,83;1,92;0,279;;2,07;
temp_for;1,78;2,46;0,093;;1,36;0,6
temp_for;1,78;2,47;0,083;;1,57;
temp_for;1,43;2,39;0,093;;1,49;0,78
temp_for;1,56;2,47;0,068;;1,38;
temp_for;1,32;2,13;0,23;;1,65;0,67
temp_for;1,43;2,47;0,143;;1,54;0,79
temp_for;0,48;1,51;0,65;;2,39;
temp_for;0,7;1,96;0,373;;2,21;1,15
temp_for;0,7;1,92;0,344;;2,15;1,35
temp_for;0,74;2;0,316;;2,1;
temp_for;0,78;2,02;0,322;;2,1;1,12
temp_for;0,78;1,94;0,371;;2,17;
temp_for;0,83;1,94;0,362;;2,13;
temp_for;0,6;1,49;0,729;;2,41;1,81
temp_for;1,48;2,11;0,057;;1,36;
temp_for;0,6;1,93;0,22;;2,06;1,28
temp_for;0,48;1,88;0,158;;2,24;1,25
temp_for;1,68;2,35;-0,119;;1,51;
temp_for;0,57;1,45;0,713;;2,32;
temp_for;0,76;2,08;0,286;;2,06;
temp_for;;1,57;0,398;-0,77;;
temp_for;;1,48;0,279;-0,569;;
temp_for;;1,89;0,301;-0,721;;
temp_for;;1,67;0,342;-0,553;;
temp_for;;1,82;0,491;-0,409;;
temp_for;;1,78;0,477;-0,658;;
temp_for;;1,66;0,342;-0,77;;
temp_for;;1,86;0,342;-0,678;;
temp_for;;1,73;0,301;-0,745;;
temp_for;;1,57;0,342;-0,602;;
temp_for;;1,6;0,23;-0,959;;
temp_for;;1,73;0,322;-0,77;;
temp_for;;1,68;0,342;-0,678;;
temp_for;;1,74;0,255;-0,699;;
temp_for;;1,98;0,322;-0,721;;
temp_for;;1,64;0,415;-0,495;;
temp_for;;1,72;0,342;-0,638;;
temp_for;;1,79;0,415;-0,409;;
temp_for;;1,82;0,322;-0,456;;
temp_for;;1,86;0,322;-0,921;;
temp_for;;1,94;0,255;-0,678;;
temp_for;;1,78;0,431;-0,854;;
temp_for;;1,7;0,38;-0,699;;
temp_for;;1,92;0,447;-0,921;;
temp_for;;1,9;0,398;-0,854;;
temp_for;;1,85;0,301;-0,538;;
temp_for;;1,85;0,38;-0,638;;
temp_for;;1,8;0,398;-0,62;;
temp_for;;1,9;0,415;-0,62;;
temp_for;;1,75;0,398;-0,886;;
temp_for;;1,74;0,477;-0,432;;
temp_for;;1,79;0,38;-0,638;;
temp_for;;1,78;0,398;-0,745;;
temp_for;;1,81;0,362;-0,469;;
wland;;2,27;0,378;;;
wland;;2,12;0,244;;;
wland;;1,96;0,373;;;
wland;;2,27;0,084;;;
wland;;2,26;0,046;;;
wland;;2,11;0,089;;;
wland;;2,12;0,204;;;
wland;;2,35;-0,042;;;
wland;;2,37;0,053;;;
wland;;2,05;0,309;;;
wland;;2,11;0,171;;;
wland;;2,3;0,334;;;
wland;;2,21;0,064;;;
wland;;2,36;-0,045;;;
wland;;2,15;0,07;;;
wland;;2,33;0,039;;;
wland;;2,32;0,03;;;
wland;;2,41;-0,035;;;
wland;;2,99;-0,253;;;
wland;;2,16;0,186;;;
wland;;2,31;-0,162;;;
wland;;2,2;0,258;;;
wland;;2,45;0,29;;;
wland;;2,35;0,109;;;
wland;;2,47;-0,086;;;
wland;;2,38;0,027;;;
wland;;2,35;0,122;;;
wland;;2,42;0,04;;;
wland;;2,41;-0,046;;;
wland;;2,6;-0,247;;;
wland;;2,14;0,12;;;
wland;;2,78;0,01;;;
wland;;2,07;0,149;;;
wland;;2,17;0,323;;;
wland;;2,01;0,362;;;
wland;;2,3;0,04;;;
wland;;2,2;0,104;;;
wland;;2,34;0,04;;;
wland;;2,3;0,243;;;
wland;;2,32;-0,138;;;
wland;;2,46;-0,045;;;
wland;;2,45;0,014;;;
wland;;2,52;-0,112;;;
wland;;3,17;-0,272;;;
wland;;2;0,391;;;
wland;;2,36;0,029;;;
wland;;2,28;-0,019;;;
wland;;2,68;0,176;;;
temp_for;;1,69;;;;
temp_for;;1,74;;;;
temp_for;;1,34;;;;
temp_for;;1,46;;;;
temp_for;;1,83;;;;
temp_for;;1,77;;;;
temp_for;;1,76;;;;
temp_for;;1,66;;;;
temp_for;;1,59;;;;
temp_for;;1,43;;;;
temp_for;;1,47;;;;
temp_for;;1,64;;;;
temp_for;;1,33;;;;
temp_for;;1,61;;;;
temp_for;;1,27;;;;
temp_for;;1,39;;;;
temp_for;;1,79;;;;
temp_for;;1,46;;;;
temp_for;;1,72;;;;
temp_for;;1,71;;;;
temp_for;;1,31;;;;
temp_for;;1,24;;;;
temp_for;;1,76;;;;
temp_for;;1,72;;;;
temp_for;;1,68;;;;
temp_for;;1,5;;;;
temp_for;;1,42;;;;
temp_for;;1,7;;;;
temp_for;;1,84;;;;
temp_for;;1,67;;;;
temp_for;;1,69;;;;
temp_for;;1,75;;;;
temp_for;;1,72;;;;
temp_for;;1,58;;;;
temp_for;0,78;1,85;0,324;-1,032;1,93;
temp_for;0,78;1,96;0,403;-0,996;2,04;
temp_for;1,26;2,37;0,057;-1,201;1,84;
temp_for;0,78;1,99;0,241;-0,857;2,1;
temp_for;0,78;1,77;0,253;-1,022;2,09;
temp_for;0,78;1,93;0,258;-0,979;1,88;
temp_for;1,26;2,07;0,134;-1,097;2,2;
temp_for;0,78;1,88;0,344;-1,114;2,22;
temp_for;0,78;1,83;0,22;-1,081;2,09;
temp_for;0,78;1,72;0,403;-1,013;2,17;
temp_for;1,26;2,08;0,086;-1,143;1,86;
temp_for;1,26;2,15;0,114;-1,155;2,2;
temp_for;0,78;;0,107;-1,097;1,82;
temp_for;1,26;2,05;0,149;-1,066;2,02;
temp_for;0,78;1,8;0,21;-1;2,03;
temp_for;1,48;;0,149;-0,987;1,68;
temp_for;1,48;;0,009;-1,066;1,44;
temp_for;1,26;;0,086;-1,009;1,55;
temp_for;0,78;1,96;0,288;-1,051;1,94;
temp_for;0,78;1,84;0,305;-0,91;2,18;
temp_for;0,78;1,98;0,425;-0,623;2;
temp_for;1,48;1,95;0,037;-1,071;1,47;
temp_for;0,78;1,91;0,318;-0,951;2,17;
temp_for;0,78;1,88;0,27;-0,726;2,21;
temp_for;1,26;;0,107;-0,893;1,51;
temp_for;0,78;1,86;0,288;-0,845;1,89;
temp_for;0,78;1,95;0,188;-1,155;2,09;
temp_for;0,78;1,94;0,318;-0,975;1,92;
trop_rf;0,93;1,94;0,458;;2,06;
trop_rf;1,08;2,05;0,499;;1,79;
trop_rf;1,08;2,16;0,346;;1,7;
trop_rf;0,78;1,57;0,498;;2,27;
trop_rf;0,85;1,62;0,611;;2,36;
trop_rf;0,78;1,76;0,434;;2,01;
trop_rf;1,04;2,11;0,311;;1,77;
trop_rf;1,08;2,17;0,418;;1,73;
trop_rf;0,93;1,82;0,413;;2,13;
trop_rf;0,98;1,81;0,544;;2,15;
trop_for;;2,27;0,158;-1,119;;
trop_for;;2,33;0,015;-1,174;;
trop_for;;2,33;0,037;-1,276;;
trop_for;;2,22;0,148;-1,244;;
trop_for;;2,32;-0,275;-1,509;;
trop_for;;2,3;-0,161;-1,367;;
trop_for;;2,36;-0,107;-1,569;;
trop_for;;2,57;-0,358;-1,658;;
trop_for;;2,26;-0,1;-1,237;;
trop_for;;2,55;-0,388;-1,538;;
trop_for;;2,21;-0,093;-1,444;;
trop_for;;2,57;-0,223;-1,469;;
wland;;2,59;0,025;-1,337;;
wland;;2,35;-0,201;-1,921;;
wland;;2,42;-0,174;-1,796;;
wland;;2,68;0,017;-1,347;;
wland;;2,28;0,033;-1,328;;
wland;;2,68;0,021;-1,347;;
wland;;2,68;-0,26;-2,097;;
wland;;2,64;-0,244;-1,721;;
wland;;2,64;-0,131;-1,553;;
wland;;2,25;0,155;-1,18;;
wland;;2,74;-0,328;-1,854;;
wland;;2,54;-0,027;-1,409;;
wland;;2,52;-0,004;-1,284;;
wland;;2,66;-0,108;-1,538;;
wland;;2,49;-0,268;-1,745;;
wland;;2,59;-0,347;-1,886;;
wland;;2,66;0,097;-1,252;;
temp_for;;2,17;-0,071;-1,469;;
temp_for;;2,4;-0,086;-1,481;;
temp_for;;2,36;-0,027;-1,337;;
temp_for;;2,66;-0,26;-1,745;;
temp_for;;2,17;0,033;-1,328;;
trop_rf;;2,04;;;1,95;0,99
trop_rf;;1,93;;;2,17;1,02
trop_rf;;1,89;;;2,17;0,84
trop_rf;;1,83;;;2,15;0,87
trop_rf;;1,83;;;2,32;1,16
trop_rf;;1,69;;;2,31;1,25
alpine;;1,71;0,632;;2,37;
alpine;;1,91;0,414;;2,04;
alpine;;1,94;0,497;;1,89;
alpine;;1,68;0,582;;2,34;
alpine;;1,53;0,62;;2,44;
alpine;;1,77;0,556;;2,41;
alpine;;1,7;0,589;;2,44;
alpine;;1,75;0,478;;2,3;
alpine;;1,89;0,404;;2,19;
alpine;;1,57;0,683;;2,41;
alpine;;1,78;0,543;;2,21;
alpine;;2,24;0,311;;1,52;
alpine;;1,93;0,477;;2,04;
alpine;;1,84;0,493;;2,42;
alpine;;1,8;0,387;;2,19;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
wland;;;;;;
temp_for;;1,89;0,408;;2,42;1,24
temp_for;;1,97;0,436;;2,26;
temp_for;0,24;1,79;0,391;;2,6;1,13
temp_for;;1,93;0,19;;2,57;1,51
temp_for;0,17;1,89;0,407;;2,55;1,42
temp_for;0,38;1,99;0,093;;2,48;1,13
temp_for;0,32;1,97;0,22;;2,22;1,11
temp_for;0,15;1,8;0,435;;2,45;1,45
temp_for;;1,92;0,328;;2,14;1,28
temp_for;;2,01;0,204;;2,12;1,24
temp_for;;2,11;0,25;;2,2;1,3
temp_for;;1,82;0,382;;2,36;
temp_for;;1,97;0,616;;2,44;1,32
temp_for;;2,02;0,049;;2,41;1,19
temp_for;;2,14;0,246;;2,36;1,1
temp_for;;2,18;0,068;;1,85;1,06
temp_for;;2,02;0,303;;2,17;1
temp_for;0,39;1,8;0,369;;2,28;1,2
temp_for;0,49;2,14;0,201;;2,27;1,26
temp_for;0,19;2,01;0,324;;2,17;1,19
temp_for;;2,11;0,212;;2,09;1,05
temp_for;-0,03;1,81;0,553;;2,51;1,32
temp_for;;1,82;0,25;;2,32;
temp_for;;1,99;0,207;;2,51;1,06
temp_for;;1,98;0,324;;2,38;1,2
temp_for;;2,12;0,386;;2,44;
temp_for;;2,05;0,422;;2,44;1,25
temp_for;0,48;2;0,22;;2,48;1,28
temp_for;;1,98;0,276;;2,23;1,12
temp_for;;1,97;0,373;;2,23;1,25
temp_for;0,19;1,85;0,33;;2,46;1,17
temp_for;0,38;1,82;0,017;;2,42;1,09
temp_for;;2,09;0,199;;2,15;1,16
temp_for;0,48;2,07;0,104;;2,11;1,11
temp_for;0,29;1,98;0,143;;2,49;1,1
temp_for;;2,15;0,258;;2,4;1,04
trop_rf;;2,18;;;;
trop_rf;;2,32;;;;
trop_rf;;2,06;;;;
trop_rf;;2,28;;;;
trop_rf;;2,39;;;;
trop_rf;;2,31;;;;
trop_rf;;2,28;;;;
trop_rf;;2,19;;;;
trop_rf;;2,21;;;;
trop_rf;;1,9;;;;
trop_rf;;2,01;;;;
trop_rf;;2,04;;;;
trop_rf;;1,88;;;;
trop_rf;;1,98;;;;
trop_rf;;1,87;;;;
trop_rf;;1,86;;;;
trop_rf;;2,13;;;;
trop_rf;;2,24;;;;
trop_rf;;2,02;;;;
trop_rf;;1,96;;;;
trop_rf;;1,99;;;;
trop_rf;;2,08;;;;
trop_rf;;2,14;;;;
trop_rf;;1,93;;;;
trop_rf;;1,72;;;;
trop_rf;;1,8;;;;
trop_rf;;1,97;;;;
trop_rf;;1,9;;;;
trop_rf;;2,14;;;;
trop_rf;;2,13;;;;
trop_rf;;1,9;;;;
trop_rf;;1,95;;;;
trop_rf;;1,77;;;;
trop_rf;;1,85;;;;
trop_rf;;1,86;;;;
trop_rf;;1,88;;;;
trop_rf;;2;;;;
wland;1,6;2,37;-0,103;;1,82;0,64
wland;1,03;2,41;-0,027;;1,55;1,08
wland;0,94;2,35;-0,009;;1,69;0,86
wland;1,47;2,45;-0,09;;2;0,8
wland;1,58;2,51;-0,096;;1,8;0,75
wland;1,21;2,3;0,276;;1,96;0,96
wland;1,44;2,38;0,011;;1,72;0,88
wland;1,43;2,33;-0,04;;1,7;0,92
wland;1,15;2,3;0,063;;1,78;0,96
wland;1,17;2,26;0,043;;1,87;0,77
wland;1,23;2,39;0,12;;1,89;0,87
wland;1,52;2,49;0,205;;1,82;0,92
wland;1,15;2,2;0,044;;1,65;1,04
wland;1,66;2,83;-0,146;;1,5;0,6
wland;2,02;2,46;0,238;;1,58;0,52
wland;1,39;2,52;-0,071;;1,71;0,91
wland;1,45;2,66;-0,119;;1,51;0,69
wland;1,46;2,58;-0,064;;1,66;0,7
wland;1,47;2,66;-0,148;;1,65;0,72
wland;1,62;2,74;-0,206;;1,61;0,79
wland;1,28;2,19;0,052;;1,93;0,98
wland;1,37;2,25;0,115;;1,9;1
wland;1,46;2,46;-0,033;;1,79;0,86
wland;1,26;2,52;0,05;;1,76;0,78
wland;1,38;2,87;-0,098;;1,39;0,49
wland;0,6;1,76;0,55;;2,55;
wland;0,6;1,7;0,173;;1,99;
wland;0,6;1,94;0,279;;2,28;
wland;0,6;1,57;0,363;;2,18;
wland;0,6;2,05;0,262;;1,98;
wland;;2,15;0,105;;;
wland;;2,16;0,093;;;
wland;;2,12;0,093;;;
wland;;2,11;0,14;;;
wland;;2,05;-0,032;;;
wland;;2,2;-0,058;;;
wland;;2,15;0,13;;;
wland;;2,11;0,099;;;
wland;;2,07;0,192;;;
wland;;1,98;0,317;;;
wland;;2,04;0,322;;;
wland;;2,07;0,185;;;
wland;;2,24;0,134;;;
wland;;2,11;0,241;;;
wland;;2,09;0,219;;;
wland;;1,78;0,5;;;
wland;;2,15;0,107;;;
wland;;2,14;0,013;;;
wland;;2;0,59;;;
wland;;2,14;0,054;;;
wland;;2,15;0,335;;;
wland;;2,33;0,109;;;
wland;;2,18;0,485;;;
wland;;2,22;0,177;;;
wland;;2,2;0,21;;;
wland;;1,91;0,564;;;
wland;;2,04;0,007;;;
wland;;2,19;0,306;;;
wland;;2,2;-0,075;;;
wland;;2,29;0,25;;;
wland;;1,84;0,095;;;
wland;;1,97;0,331;;;
temp_for;;1,99;0,353;;;
temp_for;;2,12;0,311;;;
temp_for;;2,07;0,198;;;
temp_for;;2,1;0,235;;;
temp_for;;1,86;0,306;;;
temp_for;;2,08;0,265;;;
temp_for;;2,29;-0,165;;;
temp_for;;1,97;0,127;;;
temp_for;;2,25;0,037;;;
temp_for;;2,16;0,084;;;
wland;;2,28;-0,116;;;
wland;;2,39;0,011;;;
wland;;2,44;0,122;;;
wland;;2,08;0,248;;;
wland;;2,44;-0,013;;;
wland;;2,05;0,468;;;
wland;;2,31;0,069;;;
wland;;2,16;-0,057;;;
wland;;2,11;0,078;;;
wland;;2,14;0;;;
wland;;1,96;0,383;;;
wland;;2,18;0,106;;;
wland;;1,74;0,35;;;
desert;;2,12;0,203;;;
desert;;2,37;0,189;;;
desert;;2,09;0,286;;;
desert;;2,06;0,387;;;
desert;;2,08;0,379;;;
desert;;2,29;0,235;;;
temp_for;;1,55;0,214;;;
temp_for;;1,54;0,245;;;
temp_for;;1,64;0,18;;;
temp_for;;2,13;0,049;;;
temp_for;;1,85;0,162;;;
temp_for;;1,55;0,205;;;
temp_for;;1,63;0,302;;;
temp_for;;1,84;0,381;;;
temp_for;;1,65;0,298;;;
temp_for;;1,93;0,279;;;
temp_for;;1,91;0,27;;;
temp_for;;1,92;0,313;;;
tundra;;1,88;0,698;;;
tundra;;2,03;0,002;;;
tundra;;2,04;0,243;;;
wland;;2,5;-0,155;;;
wland;;2,27;0,053;;;
wland;;2,46;0,23;;;
wland;;2,43;0,179;;;
wland;;2,38;0,114;;;
wland;;1,98;0,22;;;
wland;;2,47;-0,036;;;
wland;;2,22;0,134;;;
wland;;2,45;0,104;;;
wland;;2,18;-0,143;;;
wland;;;-0,06;;;
wland;;2,2;0,196;;;
wland;;2,3;0,193;;;
wland;;2,37;0,199;;;
wland;;;0,407;;;
wland;;;-0,161;;;
wland;;2,34;0,405;;;
wland;;2,22;0,155;;;
wland;;2,23;0,248;;;
wland;;2,33;0,079;;;
wland;;2,19;0,004;;;
wland;;2,15;-0,208;;;
wland;;2,3;0,117;;;
wland;;2,47;0,161;;;
wland;;2,31;0,124;;;
wland;;1,97;0,097;;;
wland;;2,21;0,127;;;
wland;;2,06;0,279;;;
wland;;1,85;0,362;;;
wland;;1,87;0,328;;;
wland;;2,19;0,305;;;
wland;;1,98;0,176;;;
wland;;2,26;0,143;;;
wland;;1,93;0,22;;;
wland;;1,93;0,248;;;
wland;;2,04;0,225;;;
wland;;2,17;0,158;;;
wland;;1,89;0,286;;;
wland;;2,15;0,279;;;
wland;;1,92;0,31;;;
wland;;2,07;0,276;;;
wland;;2,03;0,338;;;
wland;;1,8;0,386;;;
trop_rf;;;0,336;;;
trop_rf;;;0,401;;;
trop_rf;;;0,369;;;
trop_rf;;;0,301;;;
trop_rf;;;0,31;;;
trop_rf;;;0,22;;;
trop_rf;;;0,444;;;
trop_rf;;;0,554;;;
trop_rf;;;0,346;;;
trop_rf;;;0,14;;;
trop_rf;;;0,246;;;
trop_rf;;;0,121;;;
trop_rf;;;0,182;;;
trop_rf;;;0,217;;;
trop_rf;;;0,19;;;
trop_rf;;;0,241;;;
trop_rf;;;0,14;;;
trop_rf;;;0,228;;;
trop_rf;;;0,417;;;
trop_rf;;;0,207;;;
trop_rf;;;0,225;;;
trop_rf;;;0,382;;;
trop_rf;;;0,462;;;
trop_rf;;;0,398;;;
trop_rf;;;0,476;;;
trop_rf;;;0,464;;;
trop_rf;;;0,537;;;
trop_rf;;;0,487;;;
trop_rf;;;0,398;;;
trop_rf;;;0,455;;;
trop_rf;;;0,631;;;
trop_rf;;;0,352;;;
trop_rf;;;0,27;;;
trop_rf;;;0,456;;;
trop_rf;;;0,458;;;
trop_rf;1,37;1,56;0,445;;1,86;
trop_rf;1,44;1,56;0,377;;1,87;
trop_rf;0,62;1,45;0,574;;2,54;
trop_rf;1,13;1,48;0,452;;2,12;
trop_rf;1,23;1,5;0,436;;1,99;
trop_rf;0,41;1,36;0,371;;;
trop_rf;0,55;1,52;0,441;;1,94;
trop_for;0,89;1,64;0,362;;;
trop_for;1,05;1,99;0,146;;;
trop_for;0,86;1,68;0;;;
trop_for;0,98;1,84;0,255;;;
trop_for;1,36;1,9;0,204;;;
trop_for;0,85;1,67;0,322;;;
trop_for;1,56;1,99;0,322;;;
trop_for;1,28;2,04;0,279;;;
trop_for;1,17;1,89;0,19;;;
temp_for;1,13;2,1;0,363;-1,244;2,03;1,03
temp_for;;2,26;0,121;-1,337;1,8;0,89
temp_for;0,79;1,92;0,201;-1,149;2,18;0,95
temp_for;1,07;1,85;0,099;-1,328;1,85;0,66
temp_for;0,91;1,98;0,279;-1,102;2,32;1
temp_for;1,12;2,08;0,035;-1,319;1,88;0,79
temp_for;1,39;2,31;-0,04;-1,409;1,61;0,8
temp_for;1,42;1,98;0,233;-1,509;;
temp_for;1,38;2,08;0,064;-1,523;1,88;0,63
temp_for;0,87;1,96;0,116;-1,347;2,05;1,15
temp_for;1,44;2,15;-0,208;-1,495;1,67;0,91
temp_for;;2,43;0,129;-1,276;1,41;0,6
temp_for;1,61;2,16;-0,116;-1,301;1,67;0,58
temp_for;1,06;1,99;0,108;-1,387;1,97;0,75
temp_for;0,97;1,97;0,29;-1,444;1,98;0,89
temp_for;1,22;1,96;0,309;-1,347;2,07;1,15
temp_for;1,07;1,96;0,201;-1,076;1,87;0,96
temp_for;1,36;2,17;-0,007;-1,398;1,76;0,79
temp_for;1,61;2,18;-0,061;-1,432;1,8;0,59
wland;1,47;2,34;0,281;-1,658;1,67;0,84
wland;1,56;2,23;-0,071;-1,638;2,01;0,68
wland;1,29;2,2;0,076;-1,658;1,74;0,79
wland;1,16;2,27;-0,09;-1,523;1,77;0,75
wland;1,08;2,17;0,079;-1,444;1,76;0,84
wland;1,27;2,3;0,019;-1,469;1,73;0,78
wland;1,45;2,11;0,089;-1,745;1,63;0,95
wland;1,18;2,04;-0,15;-1,638;1,77;1,03
wland;1,27;2,19;-0,066;-1,62;1,7;0,87
wland;1,62;2,41;-0,272;-1,745;1,65;0,59
wland;1,32;2,53;-0,287;-1,678;1,54;0,61
wland;1,04;2,04;0,017;-1,569;1,73;0,87
wland;1,47;2,35;-0,219;-1,638;1,57;0,56
wland;1,35;2,11;-0,069;-1,602;1,57;1
wland;1,66;2,26;-0,229;-1,62;1,66;0,4
wland;1,35;2,08;0,093;-1,745;1,71;1,03
wland;1,1;1,76;0,172;-1,276;2,03;1,22
wland;1,3;2,34;0,302;-1,081;1,83;0,83
wland;1,32;2,42;0,264;-1,174;1,61;0,65
wland;0,8;1,92;0,462;-0,879;2,36;1,59
wland;1,12;2,12;0,253;-1,018;1,88;0,73
wland;1,49;2,37;0,08;-1,06;1,43;0,62
wland;0,9;2,23;0,269;-0,947;1,88;1,3
wland;0,99;2,05;0,296;-1,013;1,98;1,26
wland;1,01;2,12;0,297;-0,939;2,01;1,19
wland;1,24;2,21;0,227;-0,87;1,96;1
wland;1,18;2,43;0,166;-1;;
wland;1,15;2,25;0,27;-1,027;1,73;1,04
wland;1,2;2,26;0,168;-0,987;1,9;0,74
wland;1,53;2,72;0,028;-0,959;0,94;
wland;1,47;2,27;0,23;-0,979;1,74;0,76
wland;1,61;2,7;-0,136;-1,523;1,35;0,38
wland;;1,58;0,433;-0,548;2,42;1,55
wland;1,24;2,45;0,105;-1,036;1,72;1,03
wland;1,14;2,07;0,39;-0,87;1,69;1,22
wland;1,28;2,44;0,17;-1,161;1,59;1,13
wland;0,88;1,91;0,489;-0,712;2,12;1,42
wland;1,29;2,54;0,298;-1,102;1,51;1,15
wland;1,32;2,45;0,239;-1,071;1,7;1,09
wland;0,81;1,88;0,514;-0,886;2,16;1,42
wland;0,98;1,97;0,472;-0,921;2,09;1,52
wland;1,57;2,56;0,252;-1,319;1,41;0,76
wland;1,32;2,62;0,163;-1,337;1,49;0,95
wland;1,08;2,21;0,277;-1,137;1,72;1,06
wland;1,21;2,23;0,282;-1,071;1,61;1,01
wland;1,17;2,2;0,236;-1,125;1,56;0,97
wland;1,75;2,5;0,085;-1,42;1,46;0,83
wland;1,12;2,1;0,189;-1,081;1,7;0,67
wland;;;0,034;-1,244;;
wland;1;2,11;0,267;-0,983;1,7;1,11
wland;1,46;2,34;0,203;-1,051;1,67;0,81
wland;1,2;2,19;0,263;-0,991;1,84;1,06
wland;1,47;2,48;-0,042;-1,31;1,58;0,57
wland;1,46;2,45;0,086;-1,215;1,71;0,68
wland;1,07;1,95;0,276;-1,108;1,95;1,17
wland;;2,16;0,093;-1,071;1,56;1,02
wland;1,2;2,58;0,061;-1,108;1,56;0,96
wland;;2,32;0,179;-1,149;1,38;0,83
wland;1,05;2,19;0,235;-1,071;1,89;1,09
wland;0,96;2,01;0,367;-0,959;1,82;1,14
wland;1,43;2,25;0,138;-1,201;1,59;0,99
wland;1,24;2,49;-0,001;-1,194;1,31;0,59
