Biome;LL;LMA;Nmass;Pmass;Amass;Rmass
tundra;;1,61;0,363;;;
tundra;;1,88;0,409;;;
tundra;;1,49;0,73;;;
tundra;;1,55;0,444;;;
tundra;;1,66;0,435;;;
tundra;;1,45;0,217;;;
tundra;;2,36;0,349;;;
tundra;;2,22;0,059;;;
tundra;;1,53;0,687;;;
tundra;1,57;2,4;-0,149;;;
tundra;;;-0,066;;;
tundra;;1,57;0,517;;;
tundra;;1,5;0,27;;;
tundra;;1,75;0,273;;;
tundra;0,32;1,79;0,488;;;
tundra;;1,81;0,269;;;
tundra;1,45;2,08;-0,081;;;
tundra;;2,48;0,122;;;
tundra;;1,22;0,2;;1,79;
tundra;;2,48;-0,025;;;
tundra;0,27;1,84;0,5;;;
tundra;;1,89;0,399;;;
tundra;;1,82;0,55;;;
tundra;;1,53;0,494;;;
tundra;1,14;2,13;0,222;;;
tundra;;1,52;0,469;;;
tundra;;1,91;0,275;;;
tundra;;1,48;0,359;;;
tundra;;1,6;0,523;;;
tundra;;1,93;0,389;;;
tundra;0,47;2,07;0,236;;;
tundra;0,51;2,1;0,228;;;
tundra;;1,56;0,457;;;
tundra;;1,8;0,287;;;
tundra;;1,69;0,423;;;
tundra;;1,41;0,674;;;
tundra;0,47;1,73;0,278;;2,01;
tundra;0,47;1,89;0,298;;2,01;
tundra;1,44;2,2;-0,016;;1,6;
tundra;;1,44;0,735;;;
tundra;0,39;1,98;0,27;;;
tundra;;1,66;0,75;;;
tundra;;1,67;0,746;;;
tundra;;1,9;0,391;;;
tundra;0,32;1,91;0,499;;;
tundra;;1,79;0,462;;;
tundra;1,59;2,13;0,134;;;
tundra;1,63;2,2;0,132;;;
tundra;0,42;2,06;0,31;;;
tundra;1,62;2,19;-0,015;;;
tundra;;1,76;0,509;;;
tundra;1,72;2,36;0,023;;;
tundra;;1,53;0,361;;;
tundra;;1,79;0,545;;;
tundra;;1,69;0,442;;;
tundra;0,35;1,96;0,362;;;
tundra;;1,62;0,499;;;
tundra;1,53;2,11;0,043;;;
tundra;0,24;1,94;0,57;;;
tundra;0,34;1,91;0,428;;;
tundra;0,43;1,7;0,484;;;
tundra;1,12;2,2;0,272;;;
tundra;;1,9;0,415;;;
tundra;0,42;1,91;0,427;;;
tundra;;1,98;0,394;;;
tundra;0,4;1,92;0,395;;;
tundra;0,44;2,04;0,356;;;
tundra;0,2;1,8;0,461;;;
tundra;;1,56;0,398;;;
tundra;0,34;1,86;0,212;;;
tundra;0,35;1,9;0,398;;;
tundra;1,57;2,39;-0,013;;;
tundra;;1,56;0,491;;;
tundra;1,72;;0,076;;;
tundra;;2,07;0,371;;;
tundra;;1,85;0,628;;;
tundra;;1,9;0,603;;;
tundra;;1,87;0,587;;;
wland;0,78;1,85;0,265;-0,721;2,27;
wland;0,76;1,95;0,326;-0,745;2,07;
wland;0,82;2,04;0,31;-0,62;1,96;
wland;0,79;1,98;0,288;-0,721;2;
wland;0,91;1,81;0,314;-0,824;2,19;
trop_for;;2,06;0,286;-0,284;;
trop_for;;1,61;0,258;-0,585;;
trop_for;;1,74;0,501;-0,77;;
trop_for;;2,06;0,243;-0,721;;
trop_for;;2,02;0,418;-0,721;;
trop_for;;1,96;0,299;-0,77;;
trop_for;;1,9;0,484;-0,721;;
trop_for;;1,79;0,362;-0,854;;
trop_for;;1,88;0,479;-0,337;;
trop_for;;2,06;0,204;-0,721;;
trop_for;;1,83;0,436;-0,959;;
trop_for;;1,95;0,068;-0,824;;
trop_for;;1,82;0,342;-0,77;;
trop_for;;2,06;0,326;-0,77;;
trop_for;;1,83;0,301;-0,796;;
trop_for;;2,08;0,32;-0,745;;
trop_for;;1,96;0,134;-0,854;;
trop_for;;2,01;0,212;-0,569;;
trop_for;;2,16;0,104;-0,824;;
trop_for;;2,1;0,111;-0,959;;
trop_for;;1,93;0,5;-0,678;;
trop_for;;2,04;0,17;-0,921;;
trop_for;;1,9;0,19;-0,886;;
trop_for;;1,91;0,182;-0,77;;
trop_for;;2,01;0,238;-0,553;;
trop_for;;1,82;0,524;-0,678;;
trop_for;;1,67;0,35;-0,222;;
trop_for;;1,8;0,439;-0,796;;
trop_for;;1,92;0,342;-0,569;;
trop_for;;2,01;0,143;-0,824;;
trop_for;;2,04;0,228;-0,745;;
trop_for;;1,94;0,307;-0,678;;
trop_for;;2,11;0,152;-0,569;;
trop_for;;2,05;0,248;-0,921;;
trop_for;;2,19;0,127;-0,921;;
trop_for;;1,76;0,396;-0,398;;
trop_for;;2,13;0,225;-0,824;;
trop_for;;2,1;0,223;-0,347;;
trop_for;;2,09;0,21;-0,602;;
trop_for;;1,96;0,292;-0,886;;
trop_for;;1,83;0,307;-0,77;;
trop_for;;1,99;0,23;-0,538;;
trop_for;;1,81;0,326;-0,678;;
trop_for;;1,86;0,403;-0,62;;
trop_for;;1,78;0,446;-0,824;;
trop_for;;2,01;0,382;-0,745;;
trop_for;;1,96;0,238;-0,678;;
trop_for;;1,98;0,155;-0,585;;
trop_for;;1,61;0,464;-0,367;;
trop_for;;1,72;0,479;-0,432;;
trop_for;;1,95;0,31;-0,678;;
trop_for;;1,91;0,253;-0,284;;
trop_for;;1,83;0,262;-0,538;;
trop_for;;2,02;0,286;-0,77;;
trop_for;;1,89;0,246;-0,824;;
trop_for;;1,94;0,358;-0,699;;
trop_for;;1,95;0,217;-0,745;;
trop_for;;1,9;0,418;-0,959;;
trop_for;;1,93;0,182;-1,046;;
trop_for;;2,06;0,13;-1,046;;
trop_for;;1,74;0,614;-0,268;;
trop_for;;2,13;0,176;-0,77;;
trop_for;;2,12;0,164;-0,721;;
trop_for;;2,2;-0,066;-0,495;;
trop_for;;1,87;0,288;-0,569;;
trop_for;;1,86;0,283;-0,886;;
trop_for;;2,04;0,124;-0,886;;
trop_for;;2,12;0,246;-0,721;;
trop_for;0,95;2,09;0,32;-0,824;;
trop_for;;2,16;0,158;-1,046;;
trop_for;;1,91;0,393;-0,745;;
trop_for;;2,1;0,121;-0,301;;
trop_for;;1,94;0,29;-0,824;;
trop_for;1;2,06;0,299;-0,886;;
trop_for;1,04;2,15;0,405;-0,854;;
trop_for;1,04;2,08;0,167;-0,959;;
trop_for;0,85;1,96;0,322;-0,721;;
trop_for;;1,94;0,23;-0,921;;
trop_for;;2,08;0,305;-0,921;;
trop_for;;2,11;0,13;-1,046;;
trop_for;;1,91;0,21;-0,328;;
trop_for;;1,93;0,356;-0,796;;
trop_for;;2,06;0,394;-1;;
trop_for;1,11;1,99;0,294;-0,959;;
trop_for;;2,13;0,149;-1,097;;
trop_for;1,11;2,13;0,303;-0,959;;
trop_for;1;2,03;0,167;-0,886;;
trop_for;;1,82;0,364;-0,886;;
trop_for;;1,92;0,193;-0,959;;
trop_for;;2;0,34;-0,886;;
temp_for;0;1,93;0,264;;2,22;1,18
temp_for;0,3;1,74;0,251;;2,19;1,2
temp_for;;1,81;0,376;;2,35;1,24
temp_for;0;1,69;0,226;;2,47;1,24
temp_for;;1,79;0,272;;2,13;1,12
temp_for;0,3;1,75;0,202;;2,19;1,13
temp_for;0;1,97;0,181;;2,07;1,09
temp_for;;1,8;0,452;;2,32;1,42
temp_for;;1,73;0,515;;2,46;
temp_for;;1,93;0,353;;2,41;1,32
temp_for;0;1,68;0,177;;2,47;1,18
temp_for;0,3;1,97;0,174;;2,2;1,08
temp_for;0,3;1,74;0,294;;2,42;1,23
temp_for;1,73;2,1;-0,018;;;
temp_for;1,62;2,15;0,004;;;
temp_for;2,46;2,5;-0,237;;;
temp_for;1,62;2,25;-0,06;;;
temp_for;1,11;2,01;0,241;;;
temp_for;1,63;2,09;-0,004;;;
temp_for;1,67;2,13;0,193;;;
temp_for;1,65;2,04;0,057;;;
temp_for;1,45;2,22;0,076;;;
temp_for;1,58;2,18;0,064;;;
temp_for;1,4;1,99;0,33;;;
temp_for;1,94;2,31;-0,036;;;
temp_for;1,58;2,25;-0,032;;;
temp_for;1,7;2,12;0,029;;;
temp_for;1,38;2,17;-0,046;;;
temp_for;1,5;2,16;-0,071;;1,85;0,97
temp_for;1,45;2,14;0,033;;1,81;1,01
temp_for;1,43;2,13;-0,097;;1,91;0,71
temp_for;1,31;2,21;0,057;;1,79;0,99
temp_for;1,16;2,09;0,238;;1,97;0,95
temp_for;1,38;2,22;-0,009;;1,57;0,77
temp_for;1,46;2,29;0,037;;1,59;0,79
temp_for;1,38;2,09;-0,076;;1,86;0,91
temp_for;1,52;2,02;0,004;;1,9;0,64
temp_for;1,45;2,23;0,041;;1,56;0,67
temp_for;1,53;2,17;-0,032;;1,58;0,61
temp_for;1,64;2,13;-0,009;;1,62;0,57
temp_for;1,2;2,12;0,083;;1,86;0,89
temp_for;1,56;2,26;-0,215;;1,64;0,97
temp_for;0,85;2,01;0,182;;2,14;1,2
temp_for;1,53;2,12;0;;1,88;0,77
temp_for;1,72;2,19;-0,097;;1,77;0,81
temp_for;1,43;2,21;0,161;;1,6;0,79
temp_for;1,32;2,14;0,041;;1,77;0,97
temp_for;1,56;2,12;0;;1,67;0,72
temp_for;1,3;2,13;0,111;;1,91;1,06
temp_for;1,89;2,3;-0,125;;1,6;0,63
temp_for;1,56;2,11;-0,092;;1,66;0,68
trop_for;1,08;;;;;
trop_for;1,08;;;;;
trop_for;1,11;;;;;
trop_for;1,06;;;;;
trop_for;1,11;;;;;
trop_for;1,08;;;;;
trop_for;0,81;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
grass/m;;;;;;
wland;1,38;2,38;0,137;;1,7;
wland;1,18;2,3;0,29;;1,91;
wland;0,83;2,15;0,377;;2,04;
wland;0,73;2,09;0,438;;2,15;
wland;0,73;2,08;0,292;;2,02;
wland;0,65;2,13;0,344;;2,05;
wland;;2,07;0,43;;;
wland;;1,91;0,55;;;
wland;;2,03;0,574;;;
wland;;1,78;0,775;;;
wland;;1,95;0,543;;;
wland;;1,56;0,661;;;
wland;;2,44;0,185;;;
wland;;1,88;0,569;;;
wland;;2,02;0,489;;;
wland;;2,03;0,414;;;
temp_for;;1,66;0,657;;;
temp_for;;1,85;0,671;;;
temp_for;;2,02;0,164;;;
temp_for;;2,15;0,193;;;
temp_for;;1,78;0,69;;;
temp_for;;2,22;0,055;;;
temp_for;;2,3;0,091;;;
temp_for;;2,49;0,025;;;
temp_for;;2,43;0,207;;;
temp_for;;2;0,431;;;
temp_for;;2,09;0,159;;;
temp_for;;2,21;0,142;;;
temp_for;;1,84;0,41;;;
temp_for;;1,9;0,344;;;
temp_for;;2,14;;;;
temp_for;;2,18;0,365;;;
temp_for;;1,98;0,58;;;
temp_for;;2,1;0,594;;;
temp_for;;2,15;0,408;;;
temp_for;;1,7;0,565;;;
temp_for;;2,04;0,489;;;
temp_for;;1,97;0,678;;;
temp_for;;2,06;0,275;;;
temp_for;;2,05;0,324;;;
temp_for;;1,99;0,398;;;
temp_for;;1,8;0,578;;;
temp_for;;2,04;;;;
temp_for;;2,02;0,311;;;
temp_for;;1,83;;;;
temp_for;;1,77;0,507;;;
temp_for;;1,81;0,501;;;
temp_for;;1,98;0,387;;;
temp_for;;1,99;0,23;;;
temp_for;;2,02;0,544;;;
temp_for;;2,1;0,27;;;
temp_for;;2,31;0,127;;;
temp_for;;2,19;0,203;;;
temp_for;;2,3;0,115;;;
temp_for;;2,34;0,276;;;
temp_for;;2,09;0,466;;;
temp_for;;2,48;0,073;;;
temp_for;;2,4;-0,064;;;
temp_for;;2,15;;;;
temp_for;;2,26;;;;
temp_for;;2,44;;;;
temp_for;;2,2;0,333;;;
temp_for;;2;0,397;;;
temp_for;;2,12;0,27;;;
temp_for;;2,21;;;;
wland;;2,2;0,284;;;
wland;;2,03;0,174;;;
wland;;1,99;0,282;;;
wland;;2,07;0,378;;;
wland;;2,17;0,108;;;
wland;;1,91;0,459;;;
wland;;2,28;0,163;;;
wland;;2,34;0,083;;;
wland;;2,04;0,199;;;
wland;;2,11;0,139;;;
wland;;2;0,606;;;
wland;;1,95;0,512;;;
wland;;1,75;0,674;;;
wland;;2,05;0,295;;;
wland;;1,95;0,462;;;
wland;;2,01;;;;
wland;;2,11;0,195;;;
wland;;2,07;0,477;;;
wland;;2,08;0,396;;;
wland;;2,14;0,29;;;
wland;;1,99;0,359;;;
wland;;2,15;;;;
wland;;2,07;0,254;;;
wland;;1,92;0,551;;;
wland;;1,98;0,543;;;
wland;;2,15;0,312;;;
wland;;1,81;0,771;;;
wland;;2,02;0,327;;;
wland;;1,95;0,423;;;
wland;;1,94;0,482;;;
wland;;1,89;0,714;;;
wland;;1,93;0,516;;;
wland;;2,06;;;;
wland;;1,84;0,687;;;
wland;;2,13;;;;
wland;;2,03;0,352;;;
wland;;1,97;0,359;;;
wland;;;0,523;;;
wland;;2,2;0,415;;;
wland;;1,69;0,672;;;
wland;;2,26;0,547;;;
wland;;2,07;0,209;;;
wland;;2,2;0,037;;;
wland;;2,32;0,031;;;
wland;;2,06;0,32;;;
wland;;2;0,279;;;
wland;;1,72;0,636;;;
wland;;2,31;0,139;;;
wland;;2,28;0,026;;;
wland;;2,2;0,132;;;
wland;;2,4;0,008;;;
wland;;1,93;0,392;;;
wland;;2,25;0,261;;;
wland;;2,28;0,27;;;
wland;;1,77;0,599;;;
wland;;2,22;0,163;;;
wland;;1,94;0,475;;;
wland;;1,8;0,574;;;
wland;;1,94;0,427;;;
temp_for;;2,19;0,255;;2,01;0,65
temp_for;;2,13;0,322;;2,02;0,95
temp_for;;2,1;0,204;;2,02;0,75
temp_for;;2,08;0,23;;1,82;0,52
desert;;1,85;0,699;;2,65;
desert;;1,84;0,642;;2,67;
desert;;1,82;0,732;;2,65;
desert;;1,89;0,549;;2,61;
desert;;1,87;0,436;;2,55;
grass/m;;1,6;0,594;;2,54;
grass/m;;1,74;0,644;;2,59;
grass/m;;1,82;0,581;;2,53;
grass/m;;1,77;0,442;;2,44;
temp_for;;2,37;0,137;;1,73;0,63
temp_for;;2,35;0,037;;1,55;0,35
temp_for;;2,4;0,013;;1,44;0,5
temp_for;;2,24;0,097;;1,44;0,66
temp_for;;2,26;0,117;;1,6;0,59
temp_for;;2,28;0,079;;1,59;
trop_rf;1,41;1,69;0,238;;1,83;
trop_rf;1;1,63;0,182;;2,17;
trop_rf;1,08;1,64;0,322;;1,91;
trop_rf;1,56;1,9;0,13;;1,88;
trop_rf;1,56;1,78;0,176;;1,88;
wland;0,97;2,21;0,114;;;
wland;0,72;1,84;0,38;;;
wland;0,59;1,87;0,322;;;
wland;0,83;1,97;0,447;;;
wland;0,58;1,89;0,362;;;
wland;0,34;2,15;;;;
temp_for;;1,68;;;;
temp_for;;1,89;;;;
temp_for;;1,83;;;;
temp_for;;1,71;;;;
temp_for;;2,12;;;;
temp_for;;2,03;;;;
temp_for;;1,88;;;;
temp_for;;1,91;;;;
temp_for;;2,03;;;;
temp_for;;1,88;;;;
temp_for;;1,8;;;;
temp_for;;1,43;;;;
temp_for;;2,01;;;;
temp_for;;1,57;;;;
temp_for;;1,73;;;;
temp_for;;1,94;;;;
temp_for;;2,04;;;;
temp_for;;1,49;;;;
temp_for;;1,71;;;;
temp_for;;1,42;;;;
temp_for;;1,92;;;;
temp_for;;1,46;;;;
temp_for;;1,98;;;;
temp_for;;1,86;;;;
temp_for;;1,87;;;;
temp_for;;1,6;;;;
temp_for;;1,59;;;;
temp_for;;1,71;;;;
temp_for;;1,99;;;;
temp_for;;1,59;;;;
temp_for;;1,69;;;;
temp_for;;1,61;;;;
temp_for;;1,94;;;;
temp_for;;1,76;;;;
temp_for;;1,95;;;;
temp_for;;1,78;;;;
temp_for;;1,81;;;;
temp_for;;1,8;;;;
temp_for;;1,76;;;;
temp_for;;1,48;;;;
temp_for;;1,42;;;;
temp_for;;1,92;;;;
temp_for;;1,97;;;;
temp_for;;2,03;;;;
temp_for;;1,95;;;;
temp_for;;1,96;;;;
temp_for;;1,71;;;;
temp_for;;1,89;;;;
temp_for;;2,08;;;;
temp_for;;1,86;;;;
temp_for;;2,02;;;;
temp_for;;1,57;;;;
temp_for;;1,76;;;;
temp_for;;2;;;;
temp_for;;1,89;;;;
temp_for;;1,92;;;;
temp_for;;1,99;;;;
temp_for;;1,78;;;;
temp_for;;2;;;;
temp_for;;1,97;;;;
temp_for;;1,97;;;;
temp_for;;2,05;;;;
temp_for;;2,06;;;;
temp_for;;2,01;;;;
temp_for;;1,88;;;;
temp_for;;1,82;;;;
temp_for;;1,84;;;;
temp_for;;1,99;;;;
temp_for;;2,02;;;;
temp_for;;2,02;;;;
temp_for;;1,93;;;;
temp_for;;1,92;;;;
temp_for;;1,88;;;;
temp_for;;1,74;;;;
temp_for;;1,68;;;;
temp_for;;1,61;;;;
temp_for;;1,93;;;;
temp_for;;1,82;;;;
temp_for;;1,92;;;;
temp_for;;1,67;;;;
temp_for;;1,81;;;;
temp_for;;1,89;;;;
temp_for;;1,41;;;;
temp_for;;1,59;;;;
temp_for;;1,72;;;;
temp_for;;1,6;;;;
temp_for;;1,76;;;;
temp_for;;1,76;;;;
temp_for;;2,01;0,332;;;
temp_for;;1,9;0,26;;;
temp_for;;1,73;0,312;;;
temp_for;;1,88;0,377;;;
temp_for;1,48;;;;;
temp_for;1,38;;;;;
temp_for;1,54;;;;;
temp_for;1,32;;;;;
temp_for;1,52;;;;;
temp_for;1,75;;;;;
temp_for;1,71;;;;;
temp_for;1,26;;;;;
temp_for;1,44;;;;;
temp_for;1,48;;;;;
temp_for;1,48;;;;;
trop_for;0,94;1,77;0,422;-0,856;;
trop_for;0,98;1,47;0,495;-0,683;;
trop_for;0,95;1,7;0,432;-0,738;;
trop_for;1,08;1,95;0,518;-0,769;;
trop_for;0,97;1,82;0,493;-0,801;;
trop_for;1,08;1,88;0,42;-0,918;;
trop_for;0,94;1,69;0,452;-0,819;;
trop_for;0,98;1,81;0,46;-0,64;;
trop_for;0,98;1,71;0,452;-0,846;;
trop_for;0,95;1,65;0,454;-0,785;;
trop_rf;1,17;2,03;0,215;;;
trop_rf;1,35;2,03;0,364;;;
trop_rf;1,11;2,13;0,212;;;
trop_rf;1,06;2,06;0,228;;;
trop_rf;1,37;2,2;0,072;;;
trop_rf;1,27;2,3;0,148;;;
trop_rf;1,54;1,91;0,275;;;
trop_rf;1,28;1,9;0,19;;;
trop_rf;1,36;2,15;0,088;;;
trop_rf;1,42;1,82;0,555;;;
trop_rf;0,85;2,1;0,23;;;
trop_rf;1,16;2,09;0,303;;;
trop_rf;;1,9;;;1,44;
trop_rf;;2,09;;;1,49;
trop_rf;;1,66;;;1,49;
trop_rf;;1,94;;;1,41;
trop_rf;;2,1;;;1,34;
trop_rf;;2,06;;;1,47;
trop_rf;;1,87;;;1,76;
trop_rf;;2,29;;;1,46;
trop_rf;;2,03;;;1,36;
trop_rf;;2,2;;;1,61;
trop_rf;;2,09;;;1,27;
trop_rf;;1,88;;;1,5;
grass/m;;1,8;;;;
grass/m;;1,7;;;;
grass/m;;1,74;;;;
grass/m;;1,63;;;;
grass/m;;1,6;;;;
grass/m;;1,52;;;;
grass/m;;1,42;;;;
grass/m;;1,49;;;;
grass/m;;1,64;;;;
grass/m;;1,96;;;;
grass/m;;1,77;;;;
grass/m;;2,12;;;;
grass/m;;1,63;;;;
grass/m;;1,81;;;;
grass/m;;1,71;;;;
grass/m;;1,54;;;;
grass/m;;1,32;;;;
grass/m;;1,63;;;;
grass/m;;1,55;;;;
grass/m;;1,66;;;;
grass/m;;1,82;;;;
grass/m;;1,73;;;;
grass/m;;1,66;;;;
grass/m;;1,57;;;;
grass/m;;1,64;;;;
grass/m;;1,67;;;;
wland;;2,1;;;;
wland;;1,68;;;;
wland;;1,76;;;;
wland;;1,81;;;;
wland;;1,64;;;;
wland;;1,61;;;;
grass/m;;1,78;;;;
grass/m;;1,89;;;;
grass/m;;1,84;;;;
grass/m;;1,71;;;;
grass/m;;1,64;;;;
grass/m;;1,74;;;;
wland;;1,64;;;;
wland;;1,79;;;;
wland;;2,1;;;;
wland;;1,67;;;;
wland;;1,85;;;;
wland;;1,79;;;;
wland;;1,46;;;;
trop_for;;2,08;0,427;;1,89;
trop_for;;2,17;0,32;;1,79;
trop_for;;2,15;0,013;;1,86;
trop_for;;2,16;0,384;;1,86;
trop_for;;2,23;0,375;;1,74;
trop_for;;2,17;0,17;;1,85;
trop_for;;2,07;0,276;;1,9;
trop_for;;2,17;0,188;;1,91;
trop_for;;2,22;0,146;;1,79;
trop_for;;2,17;0,26;;2,08;
trop_for;;2,22;0,276;;1,76;
trop_for;;2,23;0,207;;1,98;
trop_for;;2,31;0,037;;1,71;
trop_for;;2,18;0,164;;1,92;
trop_for;;2,12;0,188;;2,03;
trop_for;;2,2;0,294;;1,89;
trop_for;;2,16;0,179;;1,88;
trop_for;;2,32;0,215;;1,59;
trop_for;;2,13;0,207;;2,16;
trop_for;;2,2;0,27;;1,61;
trop_for;;2,35;0,045;-1,161;1,56;
trop_for;0,52;1,78;0,246;-1,097;2,2;
trop_for;0,99;2,35;-0,108;-1,432;1,77;
trop_for;1,01;2,37;-0,114;-1,432;1,79;
trop_for;0,93;2;0,204;-1,071;2;
trop_for;1,05;2,1;0,064;-1,194;1,82;
trop_for;0,68;2,08;0,182;-1,092;2,03;
trop_for;1,02;2,14;0,061;-1,31;1,93;
trop_for;0,85;1,99;0,305;-0,896;2,03;
trop_for;1,04;2,21;0,061;-1,143;1,81;
trop_for;0,98;2;0,358;-1,092;2,04;
trop_for;0,91;2,26;-0,149;-1,481;1,79;
trop_for;0,85;1,92;0,26;-0,955;2,1;
trop_for;0,98;2,14;0,079;-1,201;1,91;
trop_for;0,72;2;0,179;-1,046;1,97;
trop_for;;2,15;0,017;;1,93;
trop_for;;2,09;0,23;;2,12;
trop_for;1;2,02;0,394;-0,921;2,13;
trop_for;0,94;2,08;-0,018;-1,31;1,83;
trop_for;0,99;2,36;-0,215;-1,553;1,81;
trop_for;0,78;1,82;0,382;-0,759;2,4;
trop_for;0,68;1,92;0,479;-0,73;2,18;
trop_for;0,7;1,88;0,35;-0,833;2,24;
trop_for;0,91;2,17;0,021;-1,086;2,11;
trop_for;0,85;1,92;0,358;-0,775;2,22;
trop_for;0,83;1,72;0,511;-0,785;2,26;
desert;;2,11;;;;
desert;;2,08;;;;
desert;;2,04;;;;
desert;;2,07;;;;
desert;;1,55;;;;
desert;;2;;;;
desert;;1,85;;;;
desert;;1,94;;;;
desert;;1,62;;;;
desert;;1,71;;;;
desert;;1,91;;;;
desert;;1,72;;;;
desert;;2,06;;;;
desert;;1,54;;;;
desert;;1,96;;;;
desert;;1,84;;;;
desert;;1,7;;;;
desert;;1,88;;;;
desert;;1,63;;;;
desert;;1,82;;;;
desert;;1,88;;;;
desert;;2,07;;;;
desert;;1,77;;;;
desert;;1,69;;;;
desert;;1,66;;;;
desert;;2,07;;;;
desert;;1,61;;;;
desert;;1,97;;;;
desert;;1,98;;;;
desert;;1,81;;;;
desert;;1,79;;;;
desert;;1,74;;;;
desert;;2,1;;;;
desert;;2,04;;;;
desert;;1,56;;;;
desert;;1,7;;;;
desert;;1,72;;;;
desert;;1,85;;;;
desert;;1,94;;;;
desert;;1,88;;;;
desert;;1,89;;;;
desert;;1,91;;;;
desert;;2,11;;;;
desert;;2,01;;;;
desert;;2,05;;;;
desert;;1,6;;;;
desert;;2,02;;;;
desert;;1,66;;;;
desert;;1,79;;;;
desert;;1,88;;;;
desert;;1,87;;;;
desert;;1,78;;;;
desert;;1,91;;;;
desert;;1,72;;;;
desert;;1,64;;;;
desert;;1,55;;;;
desert;;2,26;;;;
desert;;1,78;;;;
desert;;1,82;;;;
desert;;1,8;;;;
desert;;2,21;;;;
desert;;1,59;;;;
desert;;1,91;;;;
desert;;1,91;;;;
desert;;1,47;;;;
desert;;1,82;;;;
desert;;1,81;;;;
desert;;1,77;;;;
desert;;1,84;;;;
desert;;2,22;;;;
desert;;1,84;;;;
desert;;1,65;;;;
desert;;2,01;;;;
desert;;1,86;;;;
desert;;2,03;;;;
desert;;2,07;;;;
desert;;1,98;;;;
desert;;1,64;;;;
desert;;1,94;;;;
desert;;1,95;;;;
desert;;1,61;;;;
desert;;1,74;;;;
desert;;1,71;;;;
desert;;1,7;;;;
desert;;1,78;;;;
desert;;1,64;;;;
desert;;1,82;;;;
desert;;1,68;;;;
desert;;1,9;;;;
desert;;1,89;;;;
desert;;2,11;;;;
desert;;1,74;;;;
desert;;2,01;;;;
desert;;1,9;;;;
boreal;;1,16;0,6;;;
boreal;;1,39;0,637;;;
boreal;;1,7;0,604;;;
boreal;;1,61;0,606;;;
boreal;;1,95;0,471;;;
boreal;;1,49;0,597;;;
boreal;;1,24;0,647;;;
boreal;;1,36;0,693;;;
boreal;;1,26;0,294;;;
boreal;;1,47;0,691;;;
boreal;;1,69;0,52;;;
boreal;;1,91;0,433;;;
boreal;;1,48;0,34;;;
boreal;;1,93;0,233;;;
boreal;;1,25;0,732;;;
boreal;;1,52;0,611;;;
boreal;;1,51;0,648;;;
boreal;;1,6;0,164;;;
boreal;;1,88;0,279;;;
boreal;;1,3;0,675;;;
boreal;;1,38;0,344;;;
boreal;;1,53;0,367;;;
boreal;;1,99;0,324;;;
boreal;;1,27;0,613;;;
boreal;;1,58;0,288;;;
boreal;;2,08;0,162;;;
boreal;;1,67;0,45;;;
boreal;;1,63;0,381;;;
boreal;;1,4;0,338;;;
boreal;;2,05;0,449;;;
boreal;;1,62;0,713;;;
boreal;;1,85;0,326;;;
boreal;;1,75;0,313;;;
boreal;;2,3;0,181;;;
boreal;;1,81;0,396;;;
boreal;;1,59;0,332;;;
boreal;;1,3;0,653;;;
boreal;;1,5;0,474;;;
boreal;;1,69;0,25;;;
boreal;;1,59;0,568;;;
boreal;;1,55;0,559;;;
boreal;;2,04;0,316;;;
boreal;;1,51;0,408;;;
boreal;;1,34;0,719;;;
boreal;;1,56;0,521;;;
boreal;;1,58;0,262;;;
boreal;;1,84;0,267;;;
boreal;;1,83;0,376;;;
boreal;;1,38;0,321;;;
boreal;;1,83;0,225;;;
boreal;;1,35;0,56;;;
boreal;;1,84;0,449;;;
boreal;;1,71;0,373;;;
boreal;;1,53;0,365;;;
boreal;;1,45;0,632;;;
boreal;;1,64;0,4;;;
boreal;;1,63;0,62;;;
boreal;;1,73;0,272;;;
boreal;;1,67;0,279;;;
boreal;;1,41;0,302;;;
boreal;;1,71;0,262;;;
boreal;;1,51;0,348;;;
boreal;;1,48;0,276;;;
boreal;;1,83;0,312;;;
boreal;;1,41;0,469;;;
boreal;;1,53;0,147;;;
boreal;;1,26;0,376;;;
boreal;;1,52;0,334;;;
boreal;;1,47;0,443;;;
boreal;;1,51;0,248;;;
boreal;;1,8;0,242;;;
boreal;;1,89;0,283;;;
boreal;;1,52;0,615;;;
boreal;;1,23;0,272;;;
boreal;;2,05;0,235;;;
boreal;;1,92;0,238;;;
boreal;;1,52;0,615;;;
boreal;;1,37;0,582;;;
boreal;;1,41;0,396;;;
boreal;;1,42;0,453;;;
boreal;;1,59;0,575;;;
boreal;;1,34;0,581;;;
boreal;;1,55;0,42;;;
boreal;;1,48;0,053;;;
boreal;;1,78;0,494;;;
boreal;;1,76;0,31;;;
boreal;;1,93;0,173;;;
boreal;;1,69;0,182;;;
boreal;;1,53;0,201;;;
